651412.275,4176573.686666667,0
651411.7533333333,4176573.2933333335,1
651410.7366666667,4176572.513333333,2
651409.2833333333,4176571.1633333336,3
651407.0599999999,4176569.436666666,4
651404.0733333334,4176567.4133333336,5
651400.0349999999,4176564.3924999996,6
651395.3099999999,4176560.8366666664,7
651390.63,4176557.176666667,8
651385.5366666666,4176553.1566666667,9
651380.0766666667,4176548.8000000003,10
651374.3066666666,4176544.19,11
651367.4925,4176538.7249999996,12
651360.41,4176533.063333333,13
651353.9,4176527.876666667,14
651347.2433333333,4176522.59,15
651340.4400000001,4176517.22,16
651333.53,4176511.77,17
651325.655,4176505.56,18
651317.6666666666,4176499.276666667,19
651310.4866666667,4176493.6266666665,20
651303.2533333333,4176487.9499999997,21
651295.9700000001,4176482.2466666666,22
651288.6533333333,4176476.5133333337,23
651280.395,4176470.04,24
651272.0966666667,4176463.53,25
651264.7133333334,4176457.7399999998,26
651257.2933333333,4176451.9133333336,27
651249.88,4176446.096666667,28
651242.4266666668,4176440.25,29
651234.0549999999,4176433.6725,30
651225.6466666667,4176427.073333333,31
651218.16,4176421.1999999997,32
651210.6566666666,4176415.296666667,33
651203.1766666666,4176409.4133333336,34
651195.66,4176403.51,35
651187.2150000001,4176396.88,36
651178.7633333333,4176390.2466666666,37
651171.2533333333,4176384.353333333,38
651163.7433333333,4176378.4433333334,39
651156.2199999999,4176372.533333333,40
651148.6900000001,4176366.616666667,41
651140.2175,4176359.9600000004,42
651131.7400000001,4176353.296666667,43
651124.1966666667,4176347.3733333335,44
651116.6533333334,4176341.436666666,45
651109.1033333333,4176335.4966666666,46
651101.5766666667,4176329.5766666667,47
651093.095,4176322.905,48
651084.6233333333,4176316.2433333336,49
651077.0733333332,4176310.3166666664,50
651069.5566666666,4176304.403333334,51
651062.0166666666,4176298.48,52
651054.4733333333,4176292.553333333,53
651045.9575,4176285.8675,54
651037.4766666667,4176279.2033333336,55
651029.9166666666,4176273.2733333334,56
651022.38,4176267.35,57
651014.8066666666,4176261.42,58
651007.27,4176255.51,59
650999.7133333333,4176249.5566666666,60
650991.2350000001,4176242.8875,61
650982.7333333334,4176236.2100000004,62
650975.2033333333,4176230.276666666,63
650967.6633333333,4176224.3499999996,64
650960.1033333334,4176218.403333334,65
650952.5633333334,4176212.466666667,66
650944.0525,4176205.7925,67
650935.5733333334,4176199.1199999996,68
650928.0099999999,4176193.1766666663,69
650920.4766666667,4176187.2300000004,70
650912.9133333334,4176181.2933333335,71
650905.4,4176175.376666667,72
650896.8999999999,4176168.705,73
650888.41,4176162.0233333334,74
650880.84,4176156.0666666664,75
650873.2866666667,4176150.1366666667,76
650865.7133333333,4176144.2100000004,77
650858.1466666666,4176138.276666666,78
650849.625,4176131.5975,79
650841.1433333334,4176124.9299999997,80
650833.6,4176118.9933333336,81
650826.0633333334,4176113.0766666667,82
650818.5366666666,4176107.1333333333,83
650810.9900000001,4176101.2100000004,84
650803.46,4176095.28,85
650794.95,4176088.6000000006,86
650786.43,4176081.893333333,87
650778.9066666667,4176075.97,88
650771.3266666667,4176070.0433333335,89
650763.7933333333,4176064.0933333337,90
650756.2433333333,4176058.17,91
650747.755,4176051.4825,92
650739.2833333333,4176044.8000000003,93
650731.7166666667,4176038.8800000004,94
650724.2033333333,4176032.9433333334,95
650716.65,4176027.0,96
650709.1133333334,4176021.11,97
650700.6075000002,4176014.4074999997,98
650692.1333333333,4176007.763333333,99
650684.56,4176001.813333333,100
650677.0299999999,4175995.9,101
650669.4766666666,4175989.973333333,102
650661.9333333333,4175984.0233333334,103
650653.4225,4175977.3475,104
650644.9466666667,4175970.6999999997,105
650637.4,4175964.7533333334,106
650629.85,4175958.856666667,107
650622.2966666667,4175952.8966666665,108
650614.75,4175946.983333333,109
650607.1833333333,4175941.0366666666,110
650598.7075,4175934.3625,111
650590.1866666666,4175927.69,112
650582.64,4175921.753333334,113
650575.1066666667,4175915.8066666666,114
650567.5333333333,4175909.8966666665,115
650559.0599999999,4175903.21,116
650550.5633333334,4175896.53,117
650543.0233333333,4175890.6199999996,118
650535.4733333333,4175884.676666667,119
650527.9066666666,4175878.766666666,120
650520.3333333334,4175872.8066666666,121
650512.7800000001,4175866.8833333333,122
650504.2825,4175860.2125,123
650495.7833333333,4175853.526666666,124
650488.2133333333,4175847.6199999996,125
650480.6566666666,4175841.676666667,126
650473.0933333333,4175835.74,127
650464.6074999999,4175829.08,128
650456.11,4175822.39,129
650448.5866666667,4175816.4800000004,130
650441.0366666666,4175810.5399999996,131
650433.5133333333,4175804.616666667,132
650425.9333333333,4175798.6466666665,133
650418.38,4175792.72,134
650409.88,4175786.04,135
650401.38,4175779.356666667,136
650393.86,4175773.446666667,137
650386.3066666666,4175767.5,138
650378.8066666666,4175761.606666667,139
650371.2266666666,4175755.676666667,140
650362.7225,4175749.0,141
650354.2466666667,4175742.3499999996,142
650346.6433333334,4175736.393333333,143
650339.1166666666,4175730.47,144
650331.5466666667,4175724.513333333,145
650323.0025000001,4175717.82,146
650314.5433333333,4175711.17,147
650306.96,4175705.203333333,148
650299.4233333333,4175699.3066666666,149
650291.8766666666,4175693.353333333,150
650284.2966666667,4175687.453333333,151
650276.7933333335,4175681.5066666664,152
650268.2525,4175674.835,153
650259.7333333333,4175668.1566666667,154
650252.2233333333,4175662.216666667,155
650244.6233333334,4175656.276666667,156
650237.1233333333,4175650.35,157
650229.5333333333,4175644.403333334,158
650221.0325,4175637.75,159
650212.5599999999,4175631.0666666664,160
650204.9899999999,4175625.153333334,161
650197.4433333334,4175619.233333333,162
650189.92,4175613.2866666666,163
650182.3266666667,4175607.3866666667,164
650173.875,4175600.6975000002,165
650165.34,4175594.0066666664,166
650157.77,4175588.0866666664,167
650150.2599999999,4175582.143333333,168
650142.66,4175576.2133333334,169
650135.17,4175570.2699999996,170
650126.625,4175563.59,171
650118.16,4175556.956666667,172
650110.6366666667,4175551.0066666664,173
650103.0499999999,4175545.0999999996,174
650095.54,4175539.15,175
650087.94,4175533.216666667,176
650079.4575,4175526.5524999998,177
650070.98,4175519.8633333333,178
650063.3533333334,4175513.9499999997,179
650055.85,4175507.9766666666,180
650048.2533333334,4175502.0499999993,181
650040.7166666667,4175496.1199999996,182
650032.2375,4175489.415,183
650023.73,4175482.78,184
650016.1866666666,4175476.803333333,185
650008.6466666667,4175470.873333333,186
650001.0366666666,4175464.956666667,187
649993.5233333333,4175458.973333333,188
649984.9875,4175452.325,189
649976.5133333333,4175445.65,190
649968.98,4175439.6799999997,191
649961.38,4175433.7866666666,192
649953.89,4175427.82,193
649946.29,4175421.92,194
649937.8150000001,4175415.23,195
649929.3333333333,4175408.5199999996,196
649921.77,4175402.6566666663,197
649914.25,4175396.686666667,198
649906.65,4175390.7733333334,199
